Name,Gender,PB,SB,Race,Place,100m,200m,300m,400m,500m,600m,700m,800m,900m,1000m,1100m,1200m,1300m,1400m,1500m
Colin ABERT,m,UNKOWN,UNKOWN,VirginiaChallengeS1 2019 1500m Final,6,UNKOWN,UNKOWN,43.70,UNKOWN,UNKOWN,UNKOWN,1:44.08,UNKOWN,UNKOWN,UNKOWN,2:45.98,UNKOWN,UNKOWN,UNKOWN,3:46.22
Sam RITZ,m,UNKOWN,UNKOWN,VirginiaChallengeS1 2019 1500m Final,7,UNKOWN,UNKOWN,44.17,UNKOWN,UNKOWN,UNKOWN,1:44.02,UNKOWN,UNKOWN,UNKOWN,2:46.26,UNKOWN,UNKOWN,UNKOWN,3:47.91
Zach FACIONI,m,UNKOWN,UNKOWN,VirginiaChallengeS1 2019 1500m Final,8,UNKOWN,UNKOWN,44.42,UNKOWN,UNKOWN,UNKOWN,1:45.32,UNKOWN,UNKOWN,UNKOWN,2:46.97,UNKOWN,UNKOWN,UNKOWN,3:49.33
Brandon TUBBY,m,UNKOWN,UNKOWN,VirginiaChallengeS1 2019 1500m Final,9,UNKOWN,UNKOWN,44.64,UNKOWN,UNKOWN,UNKOWN,1:45.07,UNKOWN,UNKOWN,UNKOWN,2:47.37,UNKOWN,UNKOWN,UNKOWN,3:54.75
Nick DAHL,m,UNKOWN,UNKOWN,VirginiaChallengeS1 2019 1500m Final,10,UNKOWN,UNKOWN,43.93,UNKOWN,UNKOWN,UNKOWN,1:44.34,UNKOWN,UNKOWN,UNKOWN,2:48.71,UNKOWN,UNKOWN,UNKOWN,3:55.59
Sheridan WILBUR,w,UNKOWN,UNKOWN,DukeInviteS6 2019 1500m Final,1,UNKOWN,UNKOWN,58.73,UNKOWN,UNKOWN,UNKOWN,2:19.21,UNKOWN,UNKOWN,UNKOWN,3:38.01,UNKOWN,UNKOWN,UNKOWN,4:52.69
Kayla MCMANAMA,w,UNKOWN,UNKOWN,DukeInviteS6 2019 1500m Final,2,UNKOWN,UNKOWN,58.82,UNKOWN,UNKOWN,UNKOWN,2:19.45,UNKOWN,UNKOWN,UNKOWN,3:39.60,UNKOWN,UNKOWN,UNKOWN,4:57.45
Madison OWINGS,w,UNKOWN,UNKOWN,DukeInviteS6 2019 1500m Final,3,UNKOWN,UNKOWN,58.53,UNKOWN,UNKOWN,UNKOWN,2:19.01,UNKOWN,UNKOWN,UNKOWN,3:38.49,UNKOWN,UNKOWN,UNKOWN,4:59.29
Mia DAVIS,w,UNKOWN,UNKOWN,DukeInviteS6 2019 1500m Final,4,UNKOWN,UNKOWN,58.77,UNKOWN,UNKOWN,UNKOWN,2:19.27,UNKOWN,UNKOWN,UNKOWN,3:39.69,UNKOWN,UNKOWN,UNKOWN,4:59.58
Ashley JEAN-RAYMOND,w,UNKOWN,UNKOWN,DukeInviteS6 2019 1500m Final,5,UNKOWN,UNKOWN,58.38,UNKOWN,UNKOWN,UNKOWN,2:19.12,UNKOWN,UNKOWN,UNKOWN,3:38.35,UNKOWN,UNKOWN,UNKOWN,5:00.88
Reagan BUSH,w,UNKOWN,UNKOWN,DukeInviteS6 2019 1500m Final,6,UNKOWN,UNKOWN,59.96,UNKOWN,UNKOWN,UNKOWN,2:23.42,UNKOWN,UNKOWN,UNKOWN,3:45.67,UNKOWN,UNKOWN,UNKOWN,5:02.13
Hailey RUSSELL,w,UNKOWN,UNKOWN,DukeInviteS6 2019 1500m Final,7,UNKOWN,UNKOWN,58.68,UNKOWN,UNKOWN,UNKOWN,2:19.68,UNKOWN,UNKOWN,UNKOWN,3:42.77,UNKOWN,UNKOWN,UNKOWN,5:03.46
Malia CRYAN,w,UNKOWN,UNKOWN,DukeInviteS6 2019 1500m Final,8,UNKOWN,UNKOWN,59.33,UNKOWN,UNKOWN,UNKOWN,2:19.84,UNKOWN,UNKOWN,UNKOWN,3:40.96,UNKOWN,UNKOWN,UNKOWN,5:03.81
Beatrice LEVY,w,UNKOWN,UNKOWN,DukeInviteS6 2019 1500m Final,9,UNKOWN,UNKOWN,59.09,UNKOWN,UNKOWN,UNKOWN,2:20.28,UNKOWN,UNKOWN,UNKOWN,3:43.86,UNKOWN,UNKOWN,UNKOWN,5:04.77
Jade BALDWIN,w,UNKOWN,UNKOWN,DukeInviteS6 2019 1500m Final,10,UNKOWN,UNKOWN,58.92,UNKOWN,UNKOWN,UNKOWN,2:20.15,UNKOWN,UNKOWN,UNKOWN,3:43.45,UNKOWN,UNKOWN,UNKOWN,5:06.03
Rachael ENGLUND,w,UNKOWN,UNKOWN,DukeInviteS6 2019 1500m Final,11,UNKOWN,UNKOWN,59.61,UNKOWN,UNKOWN,UNKOWN,2:21.32,UNKOWN,UNKOWN,UNKOWN,3:46.20,UNKOWN,UNKOWN,UNKOWN,5:06.38
Skylee WATSON,w,UNKOWN,UNKOWN,DukeInviteS6 2019 1500m Final,12,UNKOWN,UNKOWN,59.39,UNKOWN,UNKOWN,UNKOWN,2:20.96,UNKOWN,UNKOWN,UNKOWN,3:45.82,UNKOWN,UNKOWN,UNKOWN,5:07.23
Alyssa WOODS,w,UNKOWN,UNKOWN,DukeInviteS6 2019 1500m Final,13,UNKOWN,UNKOWN,59.17,UNKOWN,UNKOWN,UNKOWN,2:20.48,UNKOWN,UNKOWN,UNKOWN,3:46.70,UNKOWN,UNKOWN,UNKOWN,5:09.71
Sandra BOLSTAD,w,UNKOWN,UNKOWN,DukeInviteS6 2019 1500m Final,14,UNKOWN,UNKOWN,59.21,UNKOWN,UNKOWN,UNKOWN,2:22.08,UNKOWN,UNKOWN,UNKOWN,3:49.31,UNKOWN,UNKOWN,UNKOWN,5:15.14
Joey PALMQUIST,w,UNKOWN,UNKOWN,DukeInviteS6 2019 1500m Final,15,UNKOWN,UNKOWN,59.74,UNKOWN,UNKOWN,UNKOWN,2:24.14,UNKOWN,UNKOWN,UNKOWN,3:53.73,UNKOWN,UNKOWN,UNKOWN,5:16.90
Meghan ARALDI,w,UNKOWN,UNKOWN,DukeInviteS6 2019 1500m Final,16,UNKOWN,UNKOWN,1:00.05,UNKOWN,UNKOWN,UNKOWN,2:26.33,UNKOWN,UNKOWN,UNKOWN,4:02.65,UNKOWN,UNKOWN,UNKOWN,5:34.93
Liz LANSING,w,UNKOWN,UNKOWN,VirginiaGrandPrixS1 2019 1500m Final,1,UNKOWN,UNKOWN,50.36,UNKOWN,UNKOWN,UNKOWN,2:00.74,UNKOWN,UNKOWN,UNKOWN,3:12.39,UNKOWN,UNKOWN,UNKOWN,4:20.55
Michaela REINHART,w,UNKOWN,UNKOWN,VirginiaGrandPrixS1 2019 1500m Final,2,UNKOWN,UNKOWN,50.54,UNKOWN,UNKOWN,UNKOWN,2:01.01,UNKOWN,UNKOWN,UNKOWN,3:12.86,UNKOWN,UNKOWN,UNKOWN,4:25.12
Sara PLATEK,w,UNKOWN,UNKOWN,VirginiaGrandPrixS1 2019 1500m Final,3,UNKOWN,UNKOWN,51.41,UNKOWN,UNKOWN,UNKOWN,2:02.82,UNKOWN,UNKOWN,UNKOWN,3:15.49,UNKOWN,UNKOWN,UNKOWN,4:27.82
Andrea CLAESON,w,UNKOWN,UNKOWN,VirginiaGrandPrixS1 2019 1500m Final,4,UNKOWN,UNKOWN,50.99,UNKOWN,UNKOWN,UNKOWN,2:02.54,UNKOWN,UNKOWN,UNKOWN,3:14.62,UNKOWN,UNKOWN,UNKOWN,4:28.60
Leigha TORINO,w,UNKOWN,UNKOWN,VirginiaGrandPrixS1 2019 1500m Final,5,UNKOWN,UNKOWN,51.26,UNKOWN,UNKOWN,UNKOWN,2:02.41,UNKOWN,UNKOWN,UNKOWN,3:15.70,UNKOWN,UNKOWN,UNKOWN,4:30.54
Phylissa GREELEY,w,UNKOWN,UNKOWN,VirginiaGrandPrixS1 2019 1500m Final,6,UNKOWN,UNKOWN,50.83,UNKOWN,UNKOWN,UNKOWN,2:04.21,UNKOWN,UNKOWN,UNKOWN,3:20.51,UNKOWN,UNKOWN,UNKOWN,4:30.94
Claire BROWN,w,UNKOWN,UNKOWN,VirginiaGrandPrixS1 2019 1500m Final,7,UNKOWN,UNKOWN,50.68,UNKOWN,UNKOWN,UNKOWN,2:02.97,UNKOWN,UNKOWN,UNKOWN,3:19.54,UNKOWN,UNKOWN,UNKOWN,4:32.19
Emmeline FISHER,w,UNKOWN,UNKOWN,VirginiaGrandPrixS1 2019 1500m Final,8,UNKOWN,UNKOWN,51.07,UNKOWN,UNKOWN,UNKOWN,2:04.17,UNKOWN,UNKOWN,UNKOWN,3:20.88,UNKOWN,UNKOWN,UNKOWN,4:33.20
Clara SAVCHIK,w,UNKOWN,UNKOWN,VirginiaGrandPrixS1 2019 1500m Final,9,UNKOWN,UNKOWN,52.08,UNKOWN,UNKOWN,UNKOWN,2:06.38,UNKOWN,UNKOWN,UNKOWN,3:22.40,UNKOWN,UNKOWN,UNKOWN,4:37.42
Kayland BOND,w,UNKOWN,UNKOWN,VirginiaGrandPrixS3 2019 1500m Final,1,UNKOWN,UNKOWN,57.15,UNKOWN,UNKOWN,UNKOWN,2:12.80,UNKOWN,UNKOWN,UNKOWN,3:28.53,UNKOWN,UNKOWN,UNKOWN,4:41.60
Ashley SMITH,w,UNKOWN,UNKOWN,VirginiaGrandPrixS3 2019 1500m Final,2,UNKOWN,UNKOWN,56.84,UNKOWN,UNKOWN,UNKOWN,2:12.66,UNKOWN,UNKOWN,UNKOWN,3:28.83,UNKOWN,UNKOWN,UNKOWN,4:42.26
Rachel SNYDER,w,UNKOWN,UNKOWN,VirginiaGrandPrixS3 2019 1500m Final,3,UNKOWN,UNKOWN,57.10,UNKOWN,UNKOWN,UNKOWN,2:13.11,UNKOWN,UNKOWN,UNKOWN,3:31.80,UNKOWN,UNKOWN,UNKOWN,4:47.18
Annsley ECKERT,w,UNKOWN,UNKOWN,VirginiaGrandPrixS3 2019 1500m Final,4,UNKOWN,UNKOWN,57.80,UNKOWN,UNKOWN,UNKOWN,2:14.35,UNKOWN,UNKOWN,UNKOWN,3:32.54,UNKOWN,UNKOWN,UNKOWN,4:48.26
Jessica GRAY,w,UNKOWN,UNKOWN,VirginiaGrandPrixS3 2019 1500m Final,5,UNKOWN,UNKOWN,56.57,UNKOWN,UNKOWN,UNKOWN,2:12.43,UNKOWN,UNKOWN,UNKOWN,3:29.56,UNKOWN,UNKOWN,UNKOWN,4:48.38
Libby DAVIDSON,w,UNKOWN,UNKOWN,VirginiaGrandPrixS3 2019 1500m Final,6,UNKOWN,UNKOWN,57.34,UNKOWN,UNKOWN,UNKOWN,2:13.40,UNKOWN,UNKOWN,UNKOWN,3:31.96,UNKOWN,UNKOWN,UNKOWN,4:51.25
Chelsea STOCKI,w,UNKOWN,UNKOWN,VirginiaGrandPrixS3 2019 1500m Final,7,UNKOWN,UNKOWN,57.56,UNKOWN,UNKOWN,UNKOWN,2:14.77,UNKOWN,UNKOWN,UNKOWN,3:35.24,UNKOWN,UNKOWN,UNKOWN,4:53.44
Savannah FRALEIGH,w,UNKOWN,UNKOWN,VirginiaGrandPrixS3 2019 1500m Final,8,UNKOWN,UNKOWN,56.62,UNKOWN,UNKOWN,UNKOWN,2:12.56,UNKOWN,UNKOWN,UNKOWN,3:30.13,UNKOWN,UNKOWN,UNKOWN,4:55.43
Kate MILLER,w,UNKOWN,UNKOWN,VirginiaGrandPrixS3 2019 1500m Final,9,UNKOWN,UNKOWN,57.59,UNKOWN,UNKOWN,UNKOWN,2:15.92,UNKOWN,UNKOWN,UNKOWN,3:37.88,UNKOWN,UNKOWN,UNKOWN,4:58.73
Annika MERKH,w,UNKOWN,UNKOWN,VirginiaGrandPrixS3 2019 1500m Final,10,UNKOWN,UNKOWN,57.85,UNKOWN,UNKOWN,UNKOWN,2:15.34,UNKOWN,UNKOWN,UNKOWN,3:40.08,UNKOWN,UNKOWN,UNKOWN,5:07.23
Jack JOYCE,m,UNKOWN,UNKOWN,DukeInviteS1 2019 1500m Final,1,UNKOWN,UNKOWN,44.88,UNKOWN,UNKOWN,UNKOWN,1:46.33,UNKOWN,UNKOWN,UNKOWN,2:46.69,UNKOWN,UNKOWN,UNKOWN,3:46.28
Matthias CANNON,m,UNKOWN,UNKOWN,DukeInviteS1 2019 1500m Final,2,UNKOWN,UNKOWN,45.37,UNKOWN,UNKOWN,UNKOWN,1:48.05,UNKOWN,UNKOWN,UNKOWN,2:49.87,UNKOWN,UNKOWN,UNKOWN,3:50.89
Antonio LOPEZ SEGURA,m,UNKOWN,UNKOWN,DukeInviteS1 2019 1500m Final,3,UNKOWN,UNKOWN,45.53,UNKOWN,UNKOWN,UNKOWN,1:47.88,UNKOWN,UNKOWN,UNKOWN,2:48.17,UNKOWN,UNKOWN,UNKOWN,3:51.19
Trausti THORSTEIN,m,UNKOWN,UNKOWN,DukeInviteS1 2019 1500m Final,4,UNKOWN,UNKOWN,45.01,UNKOWN,UNKOWN,UNKOWN,1:47.92,UNKOWN,UNKOWN,UNKOWN,2:49.67,UNKOWN,UNKOWN,UNKOWN,3:51.68
Brian BAKER,m,UNKOWN,UNKOWN,DukeInviteS1 2019 1500m Final,5,UNKOWN,UNKOWN,45.30,UNKOWN,UNKOWN,UNKOWN,1:48.19,UNKOWN,UNKOWN,UNKOWN,2:50.16,UNKOWN,UNKOWN,UNKOWN,3:53.36
Sean PETERSON,m,UNKOWN,UNKOWN,DukeInviteS1 2019 1500m Final,6,UNKOWN,UNKOWN,45.86,UNKOWN,UNKOWN,UNKOWN,1:49.26,UNKOWN,UNKOWN,UNKOWN,2:52.14,UNKOWN,UNKOWN,UNKOWN,3:56.03
Matt BOMKAMP,m,UNKOWN,UNKOWN,DukeInviteS1 2019 1500m Final,7,UNKOWN,UNKOWN,45.13,UNKOWN,UNKOWN,UNKOWN,1:48.28,UNKOWN,UNKOWN,UNKOWN,2:52.40,UNKOWN,UNKOWN,UNKOWN,3:56.50
Nate KAWALEC,m,UNKOWN,UNKOWN,DukeInviteS1 2019 1500m Final,8,UNKOWN,UNKOWN,45.69,UNKOWN,UNKOWN,UNKOWN,1:50.18,UNKOWN,UNKOWN,UNKOWN,2:55.13,UNKOWN,UNKOWN,UNKOWN,3:59.20
Alan BURNS,m,UNKOWN,UNKOWN,DukeInviteS8 2019 1500m Final,1,UNKOWN,UNKOWN,48.62,UNKOWN,UNKOWN,UNKOWN,1:55.64,UNKOWN,UNKOWN,UNKOWN,3:07.33,UNKOWN,UNKOWN,UNKOWN,4:09.03
Evan PEIRCE,m,UNKOWN,UNKOWN,DukeInviteS8 2019 1500m Final,2,UNKOWN,UNKOWN,48.36,UNKOWN,UNKOWN,UNKOWN,1:56.35,UNKOWN,UNKOWN,UNKOWN,3:08.92,UNKOWN,UNKOWN,UNKOWN,4:19.93
Ereck LEWIS,m,UNKOWN,UNKOWN,DukeInviteS8 2019 1500m Final,3,UNKOWN,UNKOWN,52.10,UNKOWN,UNKOWN,UNKOWN,2:01.26,UNKOWN,UNKOWN,UNKOWN,3:13.11,UNKOWN,UNKOWN,UNKOWN,4:21.97
Sam BEATTIE,m,UNKOWN,UNKOWN,DukeInviteS8 2019 1500m Final,4,UNKOWN,UNKOWN,48.13,UNKOWN,UNKOWN,UNKOWN,1:59.03,UNKOWN,UNKOWN,UNKOWN,3:14.67,UNKOWN,UNKOWN,UNKOWN,4:23.27
William SANDIN,m,UNKOWN,UNKOWN,DukeInviteS8 2019 1500m Final,5,UNKOWN,UNKOWN,46.94,UNKOWN,UNKOWN,UNKOWN,1:55.85,UNKOWN,UNKOWN,UNKOWN,3:10.70,UNKOWN,UNKOWN,UNKOWN,4:23.30
Morgan STALKER,m,UNKOWN,UNKOWN,DukeInviteS8 2019 1500m Final,6,UNKOWN,UNKOWN,51.71,UNKOWN,UNKOWN,UNKOWN,2:04.01,UNKOWN,UNKOWN,UNKOWN,3:16.44,UNKOWN,UNKOWN,UNKOWN,4:23.52
Josh PACKER,m,UNKOWN,UNKOWN,DukeInviteS8 2019 1500m Final,7,UNKOWN,UNKOWN,51.95,UNKOWN,UNKOWN,UNKOWN,2:04.29,UNKOWN,UNKOWN,UNKOWN,3:16.75,UNKOWN,UNKOWN,UNKOWN,4:23.84
Anthony WHELAN,m,UNKOWN,UNKOWN,DukeInviteS8 2019 1500m Final,8,UNKOWN,UNKOWN,49.89,UNKOWN,UNKOWN,UNKOWN,2:02.09,UNKOWN,UNKOWN,UNKOWN,3:17.05,UNKOWN,UNKOWN,UNKOWN,4:24.74
Zac BANKS,m,UNKOWN,UNKOWN,DukeInviteS8 2019 1500m Final,9,UNKOWN,UNKOWN,53.02,UNKOWN,UNKOWN,UNKOWN,2:04.16,UNKOWN,UNKOWN,UNKOWN,3:17.64,UNKOWN,UNKOWN,UNKOWN,4:26.61
Maleik SMALL,m,UNKOWN,UNKOWN,DukeInviteS8 2019 1500m Final,10,UNKOWN,UNKOWN,49.02,UNKOWN,UNKOWN,UNKOWN,1:58.50,UNKOWN,UNKOWN,UNKOWN,3:15.75,UNKOWN,UNKOWN,UNKOWN,4:29.97
Cole JACKSON,m,UNKOWN,UNKOWN,DukeInviteS8 2019 1500m Final,11,UNKOWN,UNKOWN,52.69,UNKOWN,UNKOWN,UNKOWN,2:04.75,UNKOWN,UNKOWN,UNKOWN,3:20.16,UNKOWN,UNKOWN,UNKOWN,4:30.93
Alex WORLEY,m,UNKOWN,UNKOWN,DukeInviteS8 2019 1500m Final,12,UNKOWN,UNKOWN,48.86,UNKOWN,UNKOWN,UNKOWN,2:01.03,UNKOWN,UNKOWN,UNKOWN,3:19.06,UNKOWN,UNKOWN,UNKOWN,4:37.24
Daniel BALDWIN,m,UNKOWN,UNKOWN,DukeInviteS8 2019 1500m Final,13,UNKOWN,UNKOWN,52.82,UNKOWN,UNKOWN,UNKOWN,2:05.57,UNKOWN,UNKOWN,UNKOWN,3:25.16,UNKOWN,UNKOWN,UNKOWN,4:39.03
Bogdan PODGAISKY,m,UNKOWN,UNKOWN,DukeInviteS8 2019 1500m Final,14,UNKOWN,UNKOWN,53.87,UNKOWN,UNKOWN,UNKOWN,2:13.36,UNKOWN,UNKOWN,UNKOWN,3:36.58,UNKOWN,UNKOWN,UNKOWN,4:56.43
